0.001,0.0010884212708614077,0,
0.002,0.002228672126049549,0,
0.003,0.0032782212086659066,0,
0.004,0.0037965170519332434,0,
0.005,0.004625790401160982,0,
0.006,0.0059733595936560585,0.0001036591686534674,
0.007,0.007683735876438271,0.00009070177257178397,
0.008,0.008189074323623924,0.00012957396081683426,
0.009,0.008590753602156111,0.000038872188245050275,
0.01,0.009964237586814554,0.0001036591686534674,
0.011,0.010003109775059605,0.0001036591686534674,
0.012,0.012179952316782419,0.0002980201098787188,
0.013,0.013048097854255208,0.0005960402197574376,
0.014,0.013592308489685912,0.00033689229812376904,
0.015,0.01475847413703742,0.0003628070902871359,
0.016,0.015328599564631491,0.0006996993884109049,
0.017,0.017311081165129055,0.0007515289727376386,
0.018,0.01838654503990878,0.0006219550119208044,
0.019,0.01903441484399295,0.0008163159531460558,
0.02,0.020187623095262775,0.0013086970042500258,
0.021,0.021496320099512804,0.0016067171141287448,
0.022,0.02254586918212916,0.0016196745102104281,
0.023,0.022908676272416294,0.0012179952316782418,
0.024,0.02459313776303514,0.0017362910749455789,
0.025,0.024606095159116825,0.0019306520161708302,
0.026,0.025888877371203482,0.002215714729967866,
0.027,0.026795895096921322,0.002500777443764901,
0.028,0.027754742406965897,0.0032263916243391727,
0.029,0.029270757748522856,0.002954286306623821,
0.03,0.02932258733284959,0.003576241318544625,
0.031,0.03052762516844615,0.004107494557893646,
0.032,0.03193998134134964,0.0042888981030372135,
0.033,0.03355965585156007,0.004379599875608997,
0.034,0.03340416709857987,0.004366642479527314,
0.035,0.03409090909090909,0.0059733595936560585,
0.036,0.03664351611900073,0.006413911060433295,
0.037,0.035671711412874466,0.006789675546802114,
0.038,0.03745983207214678,0.00612884834663626,
0.039,0.03840572198610967,0.007580076707784804,
0.04,0.04031045921011713,0.006880377319373899,
0.041,0.040841712449466154,0.008137244739297191,
0.042,0.0418264745516741,0.008253861304032342,
0.043,0.042914895822535506,0.009109049445423447,
0.044,0.044288379807193946,0.010417746449673474,
0.045,0.046542966725406865,0.011441380740126465,
0.046,0.04589509692132269,0.01233544106976262,
0.047,0.047696174976676685,0.011687571265678449,
0.048,0.047994195086555405,0.011065616253757645,
0.049,0.04989893231056287,0.013670052866176013,
0.05,0.05058567430289209,0.015237897792059708,
0.051,0.050404270757748525,0.01554887529802011,
0.052,0.053591790193842644,0.016067171141287445,
